dyadid,person,Day,dayOfWeek,time,genderE,genderS,conflict_A,conflict_P,Cconflict_A,Cconflict_P,Cavoid_A,Cavoid_A,woman,man,satisf_A,satisf_P,Csatisf_A,Csatis_P
27,2,9,7,1.5,-1,F,1,1,-0.99,-0.99,-1.012742718,0.237257282,1,0,7,5.5,0.675651314,-0.824348686
27,2,10,1,2.5,-1,F,1,4,-0.99,2.01,-1.012742718,0.237257282,1,0,7,7,0.675651314,0.675651314
27,2,11,2,3.5,-1,F,1,1,-0.99,-0.99,-1.012742718,0.237257282,1,0,7,7,0.675651314,0.675651314
27,2,12,3,4.5,-1,F, , , , ,-1.012742718,0.237257282,1,0, , , , 
27,2,13,4,5.5,-1,F,1,1,-0.99,-0.99,-1.012742718,0.237257282,1,0,6,7,-0.324348686,0.675651314
27,2,14,5,6.5,-1,F,1, ,-0.99, ,-1.012742718,0.237257282,1,0,5.75, ,-0.574348686, 
31,1,1,5,-6.5,1,M,1,2,-0.99,0.01,0.612257282,0.862257282,0,1,6.25,6.75,-0.074348686,0.425651314
31,1,2,6,-5.5,1,M,3,5,1.01,3.01,0.612257282,0.862257282,0,1,6.5,6,0.175651314,-0.324348686
31,1,3,7,-4.5,1,M,3,1,1.01,-0.99,0.612257282,0.862257282,0,1,6.75,6.5,0.425651314,0.175651314
31,1,4,1,-3.5,1,M,1,1,-0.99,-0.99,0.612257282,0.862257282,0,1,6.75,6.5,0.425651314,0.175651314
31,1,5,2,-2.5,1,M,1,1,-0.99,-0.99,0.612257282,0.862257282,0,1,6.75,7,0.425651314,0.675651314
31,1,6,3,-1.5,1,M,2,3,0.01,1.01,0.612257282,0.862257282,0,1,6.25,6.5,-0.074348686,0.175651314
31,1,7,4,-0.5,1,M,1,1,-0.99,-0.99,0.612257282,0.862257282,0,1,6.25,6.5,-0.074348686,0.175651314
31,1,8,5,0.5,1,M,1,2,-0.99,0.01,0.612257282,0.862257282,0,1,7,6.5,0.675651314,0.175651314
31,1,9,6,1.5,1,M,1,1,-0.99,-0.99,0.612257282,0.862257282,0,1,7,6.25,0.675651314,-0.074348686
31,1,10,7,2.5,1,M,1,1,-0.99,-0.99,0.612257282,0.862257282,0,1,7,6,0.675651314,-0.324348686
31,1,11,1,3.5,1,M,5,6,3.01,4.01,0.612257282,0.862257282,0,1,3.75,4.25,-2.574348686,-2.074348686
31,1,12,2,4.5,1,M,4,6,2.01,4.01,0.612257282,0.862257282,0,1,6,4.25,-0.324348686,-2.074348686
31,1,13,3,5.5,1,M,1,2,-0.99,0.01,0.612257282,0.862257282,0,1,7,6,0.675651314,-0.324348686
31,1,14,4,6.5,1,M,1,1,-0.99,-0.99,0.612257282,0.862257282,0,1,7,7,0.675651314,0.675651314
31,2,1,5,-6.5,-1,F,2,1,0.01,-0.99,0.862257282,0.612257282,1,0,6.75,6.25,0.425651314,-0.074348686
31,2,2,6,-5.5,-1,F,5,3,3.01,1.01,0.862257282,0.612257282,1,0,6,6.5,-0.324348686,0.175651314
31,2,3,7,-4.5,-1,F,1,3,-0.99,1.01,0.862257282,0.612257282,1,0,6.5,6.75,0.175651314,0.425651314
31,2,4,1,-3.5,-1,F,1,1,-0.99,-0.99,0.862257282,0.612257282,1,0,6.5,6.75,0.175651314,0.425651314
31,2,5,2,-2.5,-1,F,1,1,-0.99,-0.99,0.862257282,0.612257282,1,0,7,6.75,0.675651314,0.425651314
31,2,6,3,-1.5,-1,F,3,2,1.01,0.01,0.862257282,0.612257282,1,0,6.5,6.25,0.175651314,-0.074348686
31,2,7,4,-0.5,-1,F,1,1,-0.99,-0.99,0.862257282,0.612257282,1,0,6.5,6.25,0.175651314,-0.074348686
31,2,8,5,0.5,-1,F,2,1,0.01,-0.99,0.862257282,0.612257282,1,0,6.5,7,0.175651314,0.675651314
31,2,9,6,1.5,-1,F,1,1,-0.99,-0.99,0.862257282,0.612257282,1,0,6.25,7,-0.074348686,0.675651314
31,2,10,7,2.5,-1,F,1,1,-0.99,-0.99,0.862257282,0.612257282,1,0,6,7,-0.324348686,0.675651314
31,2,11,1,3.5,-1,F,6,5,4.01,3.01,0.862257282,0.612257282,1,0,4.25,3.75,-2.074348686,-2.574348686
31,2,12,2,4.5,-1,F,6,4,4.01,2.01,0.862257282,0.612257282,1,0,4.25,6,-2.074348686,-0.324348686
31,2,13,3,5.5,-1,F,2,1,0.01,-0.99,0.862257282,0.612257282,1,0,6,7,-0.324348686,0.675651314
31,2,14,4,6.5,-1,F,1,1,-0.99,-0.99,0.862257282,0.612257282,1,0,7,7,0.675651314,0.675651314
32,1,1,5,-6.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,2,6,-5.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,3,7,-4.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,6.5,0.675651314,0.175651314
32,1,4,1,-3.5,1,M,1,2,-0.99,0.01,-0.512742718,-0.637742718,0,1,7,6.75,0.675651314,0.425651314
32,1,5,2,-2.5,1,M,2,3,0.01,1.01,-0.512742718,-0.637742718,0,1,7,6,0.675651314,-0.324348686
32,1,6,3,-1.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,7,4,-0.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,8,5,0.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,9,6,1.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,10,7,2.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,11,1,3.5,1,M,1,3,-0.99,1.01,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,12,2,4.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,13,3,5.5,1,M,1,1,-0.99,-0.99,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,1,14,4,6.5,1,M,1,2,-0.99,0.01,-0.512742718,-0.637742718,0,1,7,7,0.675651314,0.675651314
32,2,1,5,-6.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,2,6,-5.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,3,7,-4.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,6.5,7,0.175651314,0.675651314
32,2,4,1,-3.5,-1,F,2,1,0.01,-0.99,-0.637742718,-0.512742718,1,0,6.75,7,0.425651314,0.675651314
32,2,5,2,-2.5,-1,F,3,2,1.01,0.01,-0.637742718,-0.512742718,1,0,6,7,-0.324348686,0.675651314
32,2,6,3,-1.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,7,4,-0.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,8,5,0.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,9,6,1.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,10,7,2.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,11,1,3.5,-1,F,3,1,1.01,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,12,2,4.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,13,3,5.5,-1,F,1,1,-0.99,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
32,2,14,4,6.5,-1,F,2,1,0.01,-0.99,-0.637742718,-0.512742718,1,0,7,7,0.675651314,0.675651314
33,1,1,5,-6.5,1,M,3,4,1.01,2.01,-0.512742718,1.362257282,0,1,6.75,6,0.425651314,-0.324348686
33,1,2,6,-5.5,1,M,4,2,2.01,0.01,-0.512742718,1.362257282,0,1,7,7,0.675651314,0.675651314
33,1,3,7,-4.5,1,M,1,3,-0.99,1.01,-0.512742718,1.362257282,0,1,7,5.75,0.675651314,-0.574348686
33,1,4,1,-3.5,1,M,1,1,-0.99,-0.99,-0.512742718,1.362257282,0,1,7,7,0.675651314,0.675651314
33,1,5,2,-2.5,1,M,3,1,1.01,-0.99,-0.512742718,1.362257282,0,1,7,5.75,0.675651314,-0.574348686
33,1,6,3,-1.5,1,M,3,3,1.01,1.01,-0.512742718,1.362257282,0,1,6.5,5,0.175651314,-1.324348686
33,1,7,4,-0.5,1,M,1,1,-0.99,-0.99,-0.512742718,1.362257282,0,1,7,6,0.675651314,-0.324348686
33,1,8,5,0.5,1,M,7,6,5.01,4.01,-0.512742718,1.362257282,0,1,6,5,-0.324348686,-1.324348686
33,1,9,6,1.5,1,M,1,5,-0.99,3.01,-0.512742718,1.362257282,0,1,7,5.75,0.675651314,-0.574348686
33,1,10,7,2.5,1,M,1,1,-0.99,-0.99,-0.512742718,1.362257282,0,1,7,6.25,0.675651314,-0.074348686
33,1,11,4,3.5,1,M,1,2,-0.99,0.01,-0.512742718,1.362257282,0,1,7,7,0.675651314,0.675651314
33,1,12,5,4.5,1,M,1,1,-0.99,-0.99,-0.512742718,1.362257282,0,1,6.75,6.75,0.425651314,0.425651314
33,1,13,6,5.5,1,M,5,5,3.01,3.01,-0.512742718,1.362257282,0,1,6.75,6.75,0.425651314,0.425651314
33,1,14,7,6.5,1,M,1,1,-0.99,-0.99,-0.512742718,1.362257282,0,1,7,7,0.675651314,0.675651314
33,2,1,5,-6.5,-1,F,4,3,2.01,1.01,1.362257282,-0.512742718,1,0,6,6.75,-0.324348686,0.425651314
33,2,2,6,-5.5,-1,F,2,4,0.01,2.01,1.362257282,-0.512742718,1,0,7,7,0.675651314,0.675651314
33,2,3,7,-4.5,-1,F,3,1,1.01,-0.99,1.362257282,-0.512742718,1,0,5.75,7,-0.574348686,0.675651314
33,2,4,1,-3.5,-1,F,1,1,-0.99,-0.99,1.362257282,-0.512742718,1,0,7,7,0.675651314,0.675651314
33,2,5,2,-2.5,-1,F,1,3,-0.99,1.01,1.362257282,-0.512742718,1,0,5.75,7,-0.574348686,0.675651314
33,2,6,3,-1.5,-1,F,3,3,1.01,1.01,1.362257282,-0.512742718,1,0,5,6.5,-1.324348686,0.175651314
33,2,7,4,-0.5,-1,F,1,1,-0.99,-0.99,1.362257282,-0.512742718,1,0,6,7,-0.324348686,0.675651314
33,2,8,5,0.5,-1,F,6,7,4.01,5.01,1.362257282,-0.512742718,1,0,5,6,-1.324348686,-0.324348686
33,2,9,6,1.5,-1,F,5,1,3.01,-0.99,1.362257282,-0.512742718,1,0,5.75,7,-0.574348686,0.675651314
33,2,10,7,2.5,-1,F,1,1,-0.99,-0.99,1.362257282,-0.512742718,1,0,6.25,7,-0.074348686,0.675651314
33,2,11,3,3.5,-1,F,2,1,0.01,-0.99,1.362257282,-0.512742718,1,0,7,7,0.675651314,0.675651314
33,2,12,4,4.5,-1,F,1,1,-0.99,-0.99,1.362257282,-0.512742718,1,0,6.75,6.75,0.425651314,0.425651314
33,2,13,5,5.5,-1,F,5,5,3.01,3.01,1.362257282,-0.512742718,1,0,6.75,6.75,0.425651314,0.425651314
33,2,14,6,6.5,-1,F,1,1,-0.99,-0.99,1.362257282,-0.512742718,1,0,7,7,0.675651314,0.675651314
37,1,1,1,-6.5,1,M,2,2,0.01,0.01,-0.262742718,0.987257282,0,1,6,6.5,-0.324348686,0.175651314
37,1,2,2,-5.5,1,M,3,2,1.01,0.01,-0.262742718,0.987257282,0,1,5.25,7,-1.074348686,0.675651314
37,1,3,3,-4.5,1,M,5,1,3.01,-0.99,-0.262742718,0.987257282,0,1,4.75,7,-1.574348686,0.675651314
37,1,4,4,-3.5,1,M,3,1,1.01,-0.99,-0.262742718,0.987257282,0,1,5.75,7,-0.574348686,0.675651314
37,1,5,5,-2.5,1,M,2,3,0.01,1.01,-0.262742718,0.987257282,0,1,5,7,-1.324348686,0.675651314
37,1,6,6,-1.5,1,M,3,1,1.01,-0.99,-0.262742718,0.987257282,0,1,5.25,7,-1.074348686,0.675651314
37,1,7,7,-0.5,1,M,2,2,0.01,0.01,-0.262742718,0.987257282,0,1,7,7,0.675651314,0.675651314
37,1,8,1,0.5,1,M,3,1,1.01,-0.99,-0.262742718,0.987257282,0,1,5.25,7,-1.074348686,0.675651314
37,1,9,2,1.5,1,M,1,1,-0.99,-0.99,-0.262742718,0.987257282,0,1,6.75,7,0.425651314,0.675651314
37,1,10,3,2.5,1,M,2,2,0.01,0.01,-0.262742718,0.987257282,0,1,7,7,0.675651314,0.675651314
37,1,11,4,3.5,1,M,1, ,-0.99, ,-0.262742718,0.987257282,0,1,6.75,7,0.425651314,0.675651314
37,1,12,5,4.5,1,M,1,1,-0.99,-0.99,-0.262742718,0.987257282,0,1,6.25,6.75,-0.074348686,0.425651314
37,1,13,6,5.5,1,M,1,1,-0.99,-0.99,-0.262742718,0.987257282,0,1,7,7,0.675651314,0.675651314
37,1,14,7,6.5,1,M,7,5,5.01,3.01,-0.262742718,0.987257282,0,1,5,2.5,-1.324348686,-3.824348686
37,2,1,1,-6.5,-1,F,2,2,0.01,0.01,0.987257282,-0.262742718,1,0,6.5,6,0.175651314,-0.324348686
37,2,2,2,-5.5,-1,F,2,3,0.01,1.01,0.987257282,-0.262742718,1,0,7,5.25,0.675651314,-1.074348686
37,2,3,3,-4.5,-1,F,1,5,-0.99,3.01,0.987257282,-0.262742718,1,0,7,4.75,0.675651314,-1.574348686
37,2,4,4,-3.5,-1,F,1,3,-0.99,1.01,0.987257282,-0.262742718,1,0,7,5.75,0.675651314,-0.574348686
37,2,5,5,-2.5,-1,F,3,2,1.01,0.01,0.987257282,-0.262742718,1,0,7,5,0.675651314,-1.324348686
37,2,6,6,-1.5,-1,F,1,3,-0.99,1.01,0.987257282,-0.262742718,1,0,7,5.25,0.675651314,-1.074348686
37,2,7,7,-0.5,-1,F,2,2,0.01,0.01,0.987257282,-0.262742718,1,0,7,7,0.675651314,0.675651314
37,2,8,1,0.5,-1,F,1,3,-0.99,1.01,0.987257282,-0.262742718,1,0,7,5.25,0.675651314,-1.074348686
37,2,9,2,1.5,-1,F,1,1,-0.99,-0.99,0.987257282,-0.262742718,1,0,7,6.75,0.675651314,0.425651314
37,2,10,3,2.5,-1,F,2,2,0.01,0.01,0.987257282,-0.262742718,1,0,7,7,0.675651314,0.675651314
37,2,11,4,3.5,-1,F, ,1, ,-0.99,0.987257282,-0.262742718,1,0,7,6.75,0.675651314,0.425651314
37,2,12,5,4.5,-1,F,1,1,-0.99,-0.99,0.987257282,-0.262742718,1,0,6.75,6.25,0.425651314,-0.074348686
37,2,13,6,5.5,-1,F,1,1,-0.99,-0.99,0.987257282,-0.262742718,1,0,7,7,0.675651314,0.675651314
37,2,14,7,6.5,-1,F,5,7,3.01,5.01,0.987257282,-0.262742718,1,0,2.5,5,-3.824348686,-1.324348686
38,1,1,1,-6.5,1,M,4,2,2.01,0.01,0.737257282,-1.512742718,0,1,5.5,6.75,-0.824348686,0.425651314
38,1,2,2,-5.5,1,M,4,5,2.01,3.01,0.737257282,-1.512742718,0,1,6,7,-0.324348686,0.675651314
38,1,3,3,-4.5,1,M,4,1,2.01,-0.99,0.737257282,-1.512742718,0,1,6,5.75,-0.324348686,-0.574348686
38,1,4,4,-3.5,1,M,4,3,2.01,1.01,0.737257282,-1.512742718,0,1,6,5.75,-0.324348686,-0.574348686
38,1,5,5,-2.5,1,M,6,6,4.01,4.01,0.737257282,-1.512742718,0,1,6,4.25,-0.324348686,-2.074348686
38,1,6,6,-1.5,1,M,5,1,3.01,-0.99,0.737257282,-1.512742718,0,1,6,6.75,-0.324348686,0.425651314
38,1,7,7,-0.5,1,M,6,5,4.01,3.01,0.737257282,-1.512742718,0,1,5,5.5,-1.324348686,-0.824348686
38,1,8,1,0.5,1,M,6,3,4.01,1.01,0.737257282,-1.512742718,0,1,5,7,-1.324348686,0.675651314
38,1,9,2,1.5,1,M,1,1,-0.99,-0.99,0.737257282,-1.512742718,0,1,5,6.25,-1.324348686,-0.074348686
38,1,10,3,2.5,1,M,2,1,0.01,-0.99,0.737257282,-1.512742718,0,1,5,6,-1.324348686,-0.324348686
38,1,11,4,3.5,1,M,6,6,4.01,4.01,0.737257282,-1.512742718,0,1,3.5,3,-2.824348686,-3.324348686
38,1,12,5,4.5,1,M,2,2,0.01,0.01,0.737257282,-1.512742718,0,1,6,5.75,-0.324348686,-0.574348686
38,1,13,6,5.5,1,M,1,1,-0.99,-0.99,0.737257282,-1.512742718,0,1,6,6,-0.324348686,-0.324348686
38,1,14,7,6.5,1,M,1,1,-0.99,-0.99,0.737257282,-1.512742718,0,1,6,7,-0.324348686,0.675651314
38,2,1,1,-6.5,-1,F,2,4,0.01,2.01,-1.512742718,0.737257282,1,0,6.75,5.5,0.425651314,-0.824348686
38,2,2,2,-5.5,-1,F,5,4,3.01,2.01,-1.512742718,0.737257282,1,0,7,6,0.675651314,-0.324348686
38,2,3,3,-4.5,-1,F,1,4,-0.99,2.01,-1.512742718,0.737257282,1,0,5.75,6,-0.574348686,-0.324348686
38,2,4,4,-3.5,-1,F,3,4,1.01,2.01,-1.512742718,0.737257282,1,0,5.75,6,-0.574348686,-0.324348686
38,2,5,5,-2.5,-1,F,6,6,4.01,4.01,-1.512742718,0.737257282,1,0,4.25,6,-2.074348686,-0.324348686
38,2,6,6,-1.5,-1,F,1,5,-0.99,3.01,-1.512742718,0.737257282,1,0,6.75,6,0.425651314,-0.324348686
38,2,7,7,-0.5,-1,F,5,6,3.01,4.01,-1.512742718,0.737257282,1,0,5.5,5,-0.824348686,-1.324348686
38,2,8,1,0.5,-1,F,3,6,1.01,4.01,-1.512742718,0.737257282,1,0,7,5,0.675651314,-1.324348686
38,2,9,2,1.5,-1,F,1,1,-0.99,-0.99,-1.512742718,0.737257282,1,0,6.25,5,-0.074348686,-1.324348686
38,2,10,3,2.5,-1,F,1,2,-0.99,0.01,-1.512742718,0.737257282,1,0,6,5,-0.324348686,-1.324348686
38,2,11,4,3.5,-1,F,6,6,4.01,4.01,-1.512742718,0.737257282,1,0,3,3.5,-3.324348686,-2.824348686
38,2,12,5,4.5,-1,F,2,2,0.01,0.01,-1.512742718,0.737257282,1,0,5.75,6,-0.574348686,-0.324348686
38,2,13,6,5.5,-1,F,1,1,-0.99,-0.99,-1.512742718,0.737257282,1,0,6,6,-0.324348686,-0.324348686
38,2,14,7,6.5,-1,F,1,1,-0.99,-0.99,-1.512742718,0.737257282,1,0,7,6,0.675651314,-0.324348686
39,1,1,1,-6.5,1,M,2,2,0.01,0.01, , ,0,1,7,7,0.675651314,0.675651314
39,1,2,2,-5.5,1,M,1,1,-0.99,-0.99, , ,0,1,7,6.75,0.675651314,0.425651314
39,1,3,3,-4.5,1,M,1,2,-0.99,0.01, , ,0,1,7,6,0.675651314,-0.324348686
39,1,4,4,-3.5,1,M,1,4,-0.99,2.01, , ,0,1,7,6.75,0.675651314,0.425651314
39,1,5,5,-2.5,1,M,1,3,-0.99,1.01, , ,0,1,7,7,0.675651314,0.675651314
39,1,6,6,-1.5,1,M,1,1,-0.99,-0.99, , ,0,1,7,7,0.675651314,0.675651314
39,1,7,7,-0.5,1,M,2,3,0.01,1.01, , ,0,1,7,6.75,0.675651314,0.425651314
39,1,8,1,0.5,1,M,1,1,-0.99,-0.99, , ,0,1,7,7,0.675651314,0.675651314
39,1,9,2,1.5,1,M,1,1,-0.99,-0.99, , ,0,1,7,6,0.675651314,-0.324348686
39,1,10,3,2.5,1,M,1,1,-0.99,-0.99, , ,0,1,7,6,0.675651314,-0.324348686
39,1,11,4,3.5,1,M,2,1,0.01,-0.99, , ,0,1,6.5,7,0.175651314,0.675651314
39,1,12,5,4.5,1,M,1,1,-0.99,-0.99, , ,0,1,7,7,0.675651314,0.675651314
39,1,13,6,5.5,1,M,1,1,-0.99,-0.99, , ,0,1,7,7,0.675651314,0.675651314
39,1,14,7,6.5,1,M,1,2,-0.99,0.01, , ,0,1,7,6,0.675651314,-0.324348686
39,2,1,1,-6.5,-1,F,2,2,0.01,0.01, , ,1,0,7,7,0.675651314,0.675651314
39,2,2,2,-5.5,-1,F,1,1,-0.99,-0.99, , ,1,0,6.75,7,0.425651314,0.675651314
39,2,3,3,-4.5,-1,F,2,1,0.01,-0.99, , ,1,0,6,7,-0.324348686,0.675651314
39,2,4,4,-3.5,-1,F,4,1,2.01,-0.99, , ,1,0,6.75,7,0.425651314,0.675651314
39,2,5,5,-2.5,-1,F,3,1,1.01,-0.99, , ,1,0,7,7,0.675651314,0.675651314
39,2,6,6,-1.5,-1,F,1,1,-0.99,-0.99, , ,1,0,7,7,0.675651314,0.675651314
39,2,7,7,-0.5,-1,F,3,2,1.01,0.01, , ,1,0,6.75,7,0.425651314,0.675651314
39,2,8,1,0.5,-1,F,1,1,-0.99,-0.99, , ,1,0,7,7,0.675651314,0.675651314
39,2,9,2,1.5,-1,F,1,1,-0.99,-0.99, , ,1,0,6,7,-0.324348686,0.675651314
39,2,10,3,2.5,-1,F,1,1,-0.99,-0.99, , ,1,0,6,7,-0.324348686,0.675651314
39,2,11,4,3.5,-1,F,1,2,-0.99,0.01, , ,1,0,7,6.5,0.675651314,0.175651314
39,2,12,5,4.5,-1,F,1,1,-0.99,-0.99, , ,1,0,7,7,0.675651314,0.675651314
39,2,13,6,5.5,-1,F,1,1,-0.99,-0.99, , ,1,0,7,7,0.675651314,0.675651314
39,2,14,7,6.5,-1,F,2,1,0.01,-0.99, , ,1,0,6,7,-0.324348686,0.675651314
40,1,1,1,-6.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,5.75,7,-0.574348686,0.675651314
40,1,2,2,-5.5,1,M,4,2,2.01,0.01,-0.262742718,-0.012742718,0,1,5,6.5,-1.324348686,0.175651314
40,1,3,3,-4.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.25,7,-0.074348686,0.675651314
40,1,4,4,-3.5,1,M,1,2,-0.99,0.01,-0.262742718,-0.012742718,0,1,5.75,6.5,-0.574348686,0.175651314
40,1,5,5,-2.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,5,6.75,-1.324348686,0.425651314
40,1,6,6,-1.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.5,7,0.175651314,0.675651314
40,1,7,7,-0.5,1,M,4,2,2.01,0.01,-0.262742718,-0.012742718,0,1,6.75,6.75,0.425651314,0.425651314
40,1,8,1,0.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.25,6.25,-0.074348686,-0.074348686
40,1,9,2,1.5,1,M,3,3,1.01,1.01,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
40,1,10,3,2.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.25,6.5,-0.074348686,0.175651314
40,1,11,4,3.5,1,M,5,2,3.01,0.01,-0.262742718,-0.012742718,0,1,5.5,6.25,-0.824348686,-0.074348686
40,1,12,5,4.5,1,M,4,2,2.01,0.01,-0.262742718,-0.012742718,0,1,6.25,6.75,-0.074348686,0.425651314
40,1,13,6,5.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.25,5,-0.074348686,-1.324348686
40,1,14,7,6.5,1,M,4,2,2.01,0.01,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
40,2,1,1,-6.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,5.75,0.675651314,-0.574348686
40,2,2,2,-5.5,-1,F,2,4,0.01,2.01,-0.012742718,-0.262742718,1,0,6.5,5,0.175651314,-1.324348686
40,2,3,3,-4.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,6.25,0.675651314,-0.074348686
40,2,4,4,-3.5,-1,F,2,1,0.01,-0.99,-0.012742718,-0.262742718,1,0,6.5,5.75,0.175651314,-0.574348686
40,2,5,5,-2.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,6.75,5,0.425651314,-1.324348686
40,2,6,6,-1.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,6.5,0.675651314,0.175651314
40,2,7,7,-0.5,-1,F,2,4,0.01,2.01,-0.012742718,-0.262742718,1,0,6.75,6.75,0.425651314,0.425651314
40,2,8,1,0.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,6.25,6.25,-0.074348686,-0.074348686
40,2,9,2,1.5,-1,F,3,3,1.01,1.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
40,2,10,3,2.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,6.5,6.25,0.175651314,-0.074348686
40,2,11,4,3.5,-1,F,2,5,0.01,3.01,-0.012742718,-0.262742718,1,0,6.25,5.5,-0.074348686,-0.824348686
40,2,12,5,4.5,-1,F,2,4,0.01,2.01,-0.012742718,-0.262742718,1,0,6.75,6.25,0.425651314,-0.074348686
40,2,13,6,5.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,5,6.25,-1.324348686,-0.074348686
40,2,14,7,6.5,-1,F,2,4,0.01,2.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
41,1,1,1,-6.5,1,M,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,5.5,6,-0.824348686,-0.324348686
41,1,2,2,-5.5,1,M,3,3,1.01,1.01,-0.262742718,0.112257282,0,1,6.25,7,-0.074348686,0.675651314
41,1,3,3,-4.5,1,M,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,6.25,6.25,-0.074348686,-0.074348686
41,1,4,4,-3.5,1,M,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,6.5,6,0.175651314,-0.324348686
41,1,5,5,-2.5,1,M,1,4,-0.99,2.01,-0.262742718,0.112257282,0,1,5,5,-1.324348686,-1.324348686
41,1,6,6,-1.5,1,M,4,5,2.01,3.01,-0.262742718,0.112257282,0,1,4.75,2.75,-1.574348686,-3.574348686
41,1,7,7,-0.5,1,M,4,6,2.01,4.01,-0.262742718,0.112257282,0,1,4.25,2.75,-2.074348686,-3.574348686
41,1,8,1,0.5,1,M,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,6.25,5,-0.074348686,-1.324348686
41,1,9,2,1.5,1,M,1,4,-0.99,2.01,-0.262742718,0.112257282,0,1,5.75,5.5,-0.574348686,-0.824348686
41,1,10,3,2.5,1,M,1,2,-0.99,0.01,-0.262742718,0.112257282,0,1,5.75,5,-0.574348686,-1.324348686
41,1,11,4,3.5,1,M,3,5,1.01,3.01,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314
41,1,12,5,4.5,1,M,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,6.25,5.25,-0.074348686,-1.074348686
41,1,13,6,5.5,1,M,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,6.25,7,-0.074348686,0.675651314
41,1,14,7,6.5,1,M,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314
